,genes,importance
1219,RADX,0.00020252640347345668
1031,NOD1,0.00020220804866743393
1895,URB2,0.0002013954225422449
337,CPEB3,0.0002011820500433932
909,MAFB,0.00020100936625799557
2318,HRAT92,0.00020078179518533514
1669,SLCO5A1,0.0002006615366311172
1832,TNNC2,0.00020064848765315087
1900,USP5,0.0002005223937345077
405,CTD.3185P2.1,0.00020041836897024767
1287,ROPN1L,0.00020037566254891057
454,DTL,0.00019961812317005885
725,IL10RB,0.0001993784854708128
723,IKBKE,0.00019910755066218893
1613,SEPTIN8,0.0001985577230497689
1048,NTNG1,0.00019829365611686946
642,H4C6,0.00019823228844932295
70,AHDC1,0.0001981446080484883
331,COQ3,0.00019803912291601973
1708,SPINDOC,0.0001980108172431972
147,ATRNL1,0.0001979574886207637
1586,SARS2,0.00019765542585617905
1744,SYNGR3,0.00019758669304917477
1909,VNN3,0.0001971839948965597
1967,ZNF473,0.0001970817217322188
1620,SGO1,0.00019577943178760945
911,MAML3,0.00019562663259743606
452,DSP,0.0001950386591613036
1857,TRPV2,0.0001948101836395311
47,ACSF2,0.00019470842659377623
1312,RP11.141B14.2,0.0001941657710853448
376,CTD.2017D11.1,0.00019362775679310025
1779,TET1,0.00019345875342651798
1802,TMEM104,0.00019299840391537182
257,CD38,0.00019263172294781413
455,DTNB,0.00019254565674607543
885,LMNB2,0.00019189570378256237
1842,TPCN2,0.00019156560040411923
683,HSPA12A,0.00019119572704138436
1179,PRKAR1B.AS1,0.0001906310126811531
483,EGR1,0.00019061032357648838
335,COX7BP2,0.0001903383270407537
873,LINC02694,0.00018991011975745003
1657,SLC38A5,0.00018964558769570672
442,DNLZ,0.0001893073230170853
899,LRSAM1,0.0001881287174337037
2297,GUCY1B1,0.00018670826167906522
1978,ZNF594.DT,0.00018667228249750882
1963,ZNF415P1,0.0001864537889093562
763,ITPRIPL2,0.0001855610867451566
273,CDKN2B.AS1,0.00018363302151604908
957,MROCKI,0.0001835032580498221
1888,UCK2,0.00018346486685412637
1804,TMEM143,0.00018331166950168903
2527,RAB11FIP1P1,0.00018285941379640616
1385,RP11.383F6.1,0.00018257050047683034
1081,PARP9,0.00018207791370593274
